0.0185 0.00383533 0.000143858 0.542395 0.0149225 0.457605 0.0167624 0.19854 0.00126144 0.439697 7.60218 -0.934353 0.00476097 8.24497e-05 -1.2761 0.0356536 1.77498 0.0501843 0.00229743 0.000119346 3.46445 1.22153 2.99599 2.0772
0.6805 0.00299887 9.69247e-05 0.652277 0.00801649 0.347723 0.0199866 0.13723 0.00108811 10.9497 231.533 0.999984 0.00358087 6.6008e-05 -1.24351 0.0395103 2.20918 0.0970551 0.00134527 0.000143243 0.416552 0.0533826 3 0.0668243
1.1935 0.00328817 0.000219538 0.459407 0.0331408 0.540593 0.0272163 0.17439 0.00119991 19.8818 330.254 0.997327 0.00349138 0.000144407 -0.807089 0.0671704 2.29794 0.115943 0.00310505 9.35699e-05 1.21831 0.0897738 2.35772 0.186199
1.6985 0.00343871 0.00021129 0.931884 0.000413719 0.0681162 0.00791958 0.23979 0.00135015 6.14675 74.2448 -0.999273 0.0035519 3.30462e-05 -1.15098 0.0143967 1.8862 0.0268895 0.00100003 0.0089641 0.107427 0.0235403 3 0.00509003
2.2025 0.00388785 7.36823e-05 0.757173 0.00251957 0.242827 0.0166366 0.30135 0.00145099 6.26615 60.2238 -0.999082 0.00439562 5.59958e-05 -1.32789 0.0205463 1.57746 0.0258878 0.00141431 0.000172141 0.313303 0.0517681 2.46497 0.127383
2.7045 0.00425495 8.74049e-05 0.710992 0.00319668 0.289008 0.0162336 0.35415 0.00151237 11.1729 91.3718 0.99953 0.00493366 6.79487e-05 -1.33621 0.0191634 1.48063 0.0214072 0.00166206 0.000150362 0.375727 0.0501941 2.40496 0.115062
3.2045 0.00445015 8.02652e-05 0.315454 0.0107235 0.684546 0.00464047 0.39388 0.00154512 18.6256 136.956 0.999192 0.00167069 0.000125223 -0.245351 0.0261192 1.8993 0.0385094 0.00525772 5.89281e-05 1.67156 0.0247075 1.70446 0.0444455
3.7055 0.004811 8.8867e-05 0.332008 0.013251 0.667992 0.00398774 0.41948 0.0015605 11.1427 92.7384 -0.99992 0.00198172 0.000126513 -0.281266 0.0282664 1.83536 0.036537 0.0057182 6.62579e-05 1.66131 0.0277042 1.78717 0.0553387
4.2075 0.00581448 0.000319552 0.322013 0.0219893 0.677987 0.00845802 0.43342 0.00156706 8.25652 75.2061 -0.999396 0.00762053 0.000307504 -0.900169 0.0452167 1.69489 0.0390105 0.00472057 0.000115832 1.42042 0.0708959 1.80875 0.0872048
4.7075 0.00557282 0.000257703 0.875735 -0.00606226 0.124265 0.00859955 0.44266 0.00157071 8.19444 76.2042 -0.999514 0.00594314 1.46617e-05 -1.23819 0.00126104 1.4955 0.00179729 0.00100107 0.0117573 0.102786 0.00502507 2.99999 0.000299555
5.2075 0.005675 0.000141296 0.312492 0.0181561 0.687508 0.00629486 0.44872 0.0015728 8.17752 76.5629 -0.999618 0.00275261 0.000193915 -0.306456 0.0422088 1.73797 0.044571 0.00658788 9.48673e-05 1.56642 0.0319109 2.12523 0.0805813
5.7085 0.00631804 0.000309625 0.352292 0.0105761 0.647708 0.00834089 0.45078 0.00157346 11.1241 104.857 1 0.00830367 0.00037225 -0.914774 0.0289499 1.58796 0.0236315 0.00491185 0.000126371 1.49707 0.0849487 1.86594 0.172014
6.2085 0.00581726 0.000362946 0.445761 0.0315112 0.554239 0.0213085 0.44635 0.00157201 7.45682 71.4719 -0.999646 0.00367208 0.000226416 -0.620106 0.0964294 1.44429 0.0402709 0.00708609 0.000252919 1.4889 0.0213624 3 0.0290175
6.7085 0.00546958 0.000156229 0.38493 0.0165353 0.61507 0.00893564 0.43771 0.00156882 14.9769 147.021 0.999232 0.00318261 9.88475e-05 -0.456104 0.0415639 1.50563 0.0215915 0.00650383 0.000115161 1.56202 0.0251442 2.99052 0.0162705
7.2085 0.00530181 7.3893e-05 0.219778 0.00635781 0.780222 0.00479617 0.41564 0.00155847 2.86092 29.6612 -0.993776 0.00252067 0.000170885 -0.179908 0.0185055 1.93956 0.0609801 0.00585127 4.26691e-05 1.80662 0.0275915 2.90761 0.0606382
7.7095 0.00513219 0.000181034 0.930358 -0.00241503 0.0696423 0.011886 0.37348 0.00152968 7.14566 82.6117 -0.999996 0.00531377 4.06703e-05 -1.28582 0.0148896 1.31136 0.0154564 0.001 0.0108582 0.183224 0.017587 3 0.00845353
8.2095 0.00432952 9.12621e-05 0.251503 0.0171174 0.748497 0.00517532 0.29828 0.00144675 3.86072 55.9659 -0.999161 0.00235151 0.000183206 -0.260444 0.0398695 1.65968 0.056431 0.00481509 4.97905e-05 1.99868 0.0323055 3 0.0584605
8.7095 0.00347138 0.000136207 0.386235 0.0263776 0.613765 0.0119802 0.16988 0.00118752 3.29465 83.944 -0.999813 0.0020092 0.000130061 -0.3882 0.0575795 1.66459 0.0554317 0.0041344 8.5225e-05 2.10339 0.0540439 3 0.18837
9.2095 0.00276031 0.000164284 0.348192 0.0482739 0.651808 0.00347602 0.01989 0.000441524 3.56422 776.215 0.99835 0.001 0.000404444 -0.294302 0.0638056 1.59243 0.210858 0.00333996 0.000123622 2.12186 0.226683 1.18826 0.560344
