0.0175 0.00155508 0.000534508 0.00537913 0.000126973 0.00255328 0.000151457 0.0550641 0.0852946 0.345387 0.0484485 0.599549 0.0926153 0.0037464 2.13499e-06
0.0615 0.00184655 7.27009e-05 0.0038384 0.000310152 0.00785447 0.000712718 0.546767 0.0565728 0.370145 0.0420679 0.083088 0.0269559 0.00352757 2.75387e-06
0.0915 0.00164573 8.95908e-05 0.0033261 0.000226303 0.00704602 0.000407239 0.435058 0.0628354 0.451713 0.0544766 0.113229 0.024685 0.00343468 1.62951e-06
0.1135 0.00187218 9.10999e-05 0.00374976 0.00031927 0.00828318 0.000607021 0.53246 0.0704582 0.379037 0.0569248 0.0885027 0.0224338 0.00364254 2.52022e-06
0.1335 0.00205489 8.52874e-05 0.004349 0.000405869 0.00976888 0.00153121 0.603599 0.0634345 0.344481 0.0456704 0.0519196 0.0236555 0.00374419 5.9397e-06
0.2125 0.00210278 8.55413e-05 0.00435839 0.000391506 0.00924581 0.000873114 0.581581 0.0620683 0.335942 0.0471041 0.082477 0.0255217 0.00400044 3.84318e-06
0.3515 0.00205803 0.000244208 0.00351097 0.000480599 0.00767632 0.000485171 0.372453 0.180062 0.46336 0.166738 0.164187 0.051286 0.00411876 2.98718e-06
0.3625 0.00220866 0.000138002 0.00414205 0.000407338 0.00795979 0.000740969 0.518892 0.0465123 0.343867 0.0397543 0.137241 0.047578 0.00413838 3.54552e-06
0.3745 0.00218911 0.000889252 0.00391607 0.000676901 0.00757406 0.000757459 0.477605 0.154038 0.380692 0.118046 0.141703 0.0623854 0.00403186 5.44332e-06
0.3855 0.00220866 3.61251e-05 0.00413759 0.000827151 0.00766403 0.00139447 0.566317 0.082655 0.297833 0.065095 0.13585 0.0972241 0.00398006 6.45463e-06
0.3975 0.00220866 7.0473e-05 0.00469373 0.000242729 0.0119405 0.00290138 0.537339 0.0275472 0.409655 0.0234148 0.0530066 0.020216 0.00438222 1.27627e-05
0.4535 0.00197442 0.000317173 0.00344842 0.000448617 0.00809109 0.000488412 0.321221 0.196033 0.524534 0.193583 0.154245 0.048575 0.00419375 3.08291e-06
0.5615 0.00220866 7.50136e-05 0.00388304 0.000267005 0.00806413 0.000609233 0.452927 0.0417632 0.417062 0.0350672 0.13001 0.0317609 0.00411734 2.75611e-06
0.6675 0.00220866 0.000102209 0.00378191 0.000242326 0.00816654 0.000463676 0.418116 0.0407555 0.41957 0.0348975 0.162314 0.0281523 0.00434348 2.31538e-06
