0.0175 0.00155506 0.000523615 0.00255325 0.000150381 0.00537909 0.000126812 0.0550555 0.0844613 0.599549 0.0918683 0.345396 0.0481313 0.0037464 2.09554e-06
0.0615 0.00185749 7.41845e-05 0.00389564 0.000332916 0.00803936 0.000849459 0.55326 0.057633 0.3694 0.041553 0.0773404 0.0284842 0.00353745 3.2381e-06
0.0915 0.00173025 8.39386e-05 0.00342743 0.000289025 0.00694598 0.000504414 0.49276 0.068057 0.401434 0.0538926 0.105806 0.0300674 0.00336092 1.97413e-06
0.1135 0.00177584 0.000137107 0.00360697 0.000394102 0.00822871 0.000717273 0.477681 0.0982754 0.428759 0.0812735 0.0935599 0.0287777 0.0036633 3.03986e-06
0.1335 0.00212428 5.54258e-05 0.00475163 0.000187445 0.0123673 0.00256398 0.646874 0.0350846 0.322159 0.0298114 0.0309673 0.00388082 0.00386383 9.93552e-06
0.2125 0.00221479 8.15167e-05 0.00476518 0.00051508 0.0103526 0.00157984 0.641204 0.059715 0.299086 0.0396803 0.0597106 0.0279896 0.00404181 6.72429e-06
0.3515 0.00243503 6.99094e-05 0.00546046 0.000269757 0.0123673 0.0023277 0.658978 0.0398698 0.30678 0.0329008 0.0342425 0.00580396 0.0042769 1.00264e-05
0.3625 0.00242738 6.68793e-05 0.00548687 0.000257662 0.0123673 0.000672366 0.656305 0.0373687 0.308334 0.0308303 0.0353614 0.00596889 0.00430792 3.11525e-06
0.3745 0.00240685 7.01559e-05 0.00531516 0.000235447 0.0123673 0.00178632 0.638864 0.039771 0.331696 0.0336975 0.0294404 0.00533718 0.00419219 7.55909e-06
0.3855 0.00240606 5.48827e-05 0.00553111 0.000240565 0.0123673 0.000614698 0.684555 0.0313431 0.283085 0.0250238 0.03236 0.0060221 0.004192 2.77667e-06
0.3975 0.0022819 8.30796e-05 0.00487994 0.000304241 0.0116624 0.00131718 0.578276 0.0502959 0.372338 0.0407429 0.0493866 0.0151619 0.0043122 5.84048e-06
0.4535 0.00220891 0.000202528 0.00392344 0.000542331 0.00870819 0.000674004 0.472397 0.151853 0.406298 0.131023 0.121304 0.0383686 0.00421404 3.74415e-06
0.5615 0.00247497 6.97201e-05 0.00523977 0.00023676 0.0123673 0.000750542 0.642649 0.0415562 0.318261 0.0351998 0.0390894 0.00521657 0.00431893 3.41231e-06
0.6675 0.00247782 0.000110481 0.00521003 0.000677748 0.0108212 0.0017889 0.621274 0.074808 0.313082 0.0465725 0.0656443 0.0373699 0.0044721 8.56932e-06
0.7645 0.00146281 0.00036818 0.00317605 0.000160293 0.00742386 0.000278017 0.102459 0.0623086 0.706183 0.0681502 0.191359 0.026789 0.00422956 2.06576e-06
0.8745 0.00258228 9.80431e-05 0.00514976 0.000542198 0.0108136 0.00163213 0.616494 0.0686278 0.325503 0.0463826 0.0580021 0.0298197 0.00441878 7.61192e-06
0.9775 0.00283488 8.88657e-05 0.00559194 0.000568065 0.0115689 0.0013513 0.698235 0.0627244 0.255061 0.0430986 0.046704 0.0205756 0.00445398 6.54082e-06
1.0795 0.00274677 5.83486e-05 0.00583066 0.000286893 0.0123673 0.000502694 0.656963 0.0317053 0.307131 0.0263248 0.0359067 0.00494233 0.00457055 2.65884e-06
1.1815 0.00282961 4.35049e-05 0.00586962 0.00035204 0.0123673 0.000329821 0.63156 0.0167369 0.329062 0.0155214 0.0393777 0.00382707 0.00473461 2.29326e-06
1.2825 0.00285316 7.52681e-05 0.00570596 0.000251876 0.0123673 0.000581997 0.637155 0.0427903 0.316146 0.0362688 0.046699 0.0053511 0.00475631 3.03744e-06
1.3835 0.00278391 6.3912e-05 0.00576446 0.000178721 0.0123673 0.000712342 0.598693 0.0322345 0.359908 0.0281407 0.0413997 0.00457116 0.00478867 3.53018e-06
1.4845 0.00294761 9.16145e-05 0.00560181 0.000463973 0.0107948 0.000828191 0.611509 0.0595269 0.314124 0.0424108 0.0743669 0.0247158 0.00488223 4.65623e-06
1.5855 0.00298711 5.08478e-05 0.00586962 0.000158234 0.0119413 0.000695671 0.587112 0.021709 0.362947 0.0235501 0.0499402 0.00848999 0.00498642 3.56654e-06
1.6865 0.00290733 4.84611e-05 0.00586962 0.000339988 0.0123673 0.0103994 0.542713 0.0154097 0.407857 0.0155773 0.0494304 0.00357169 0.00511853 5.32589e-05
1.7885 0.00312663 5.28636e-05 0.00586962 0.000399086 0.0123673 0.000312378 0.563268 0.0179551 0.366862 0.0178215 0.0698698 0.00423854 0.00536956 2.73608e-06
1.8915 0.00316379 4.53992e-05 0.00586962 0.00307217 0.0110095 0.000401921 0.569112 0.0156242 0.344614 0.0182857 0.0862733 0.00983899 0.005294 1.64044e-05
1.9895 0.00303159 6.08367e-05 0.00586962 3.78679e-05 0.0121419 0.000592987 0.485947 0.0209315 0.445688 0.0254477 0.0683657 0.00932368 0.00546809 3.2661e-06
