2.8075 0.00540091 1.95198e-05 0.141231 0.00386277 0.141231 0.108155 0.810078 0.00493921 0.182828 0.00382729 0.00709378 0.00323481 7.1121 5.72406 0.0617401 0.00668174 -1.61427
3.0075 0.144794 0.00037633 0.00843992 0.000137514 0.00417965 5.89831e-05 0.184748 0.00428795 0.322728 0.0154178 0.492524 0.0165657 16.7207 12.8597 0.0624889 2.53071e-05 0.298729
3.2075 0.0141998 0.000475252 0.115913 0.001946 0.00571189 1.97312e-05 0.0479766 0.00375187 0.176231 0.00231405 0.775793 0.00442195 17.8703 13.4126 0.0490182 9.81977e-05 0.927956
3.4085 0.00428674 5.72995e-05 0.00899893 0.000123232 0.157369 0.000239084 0.458832 0.0136287 0.336998 0.0128303 0.20417 0.00400697 21.0846 15.3007 0.0713583 1.96242e-05 0.607483
3.6085 0.00935921 0.000136752 0.0045318 5.86377e-05 0.15952 0.000246779 0.31436 0.0128409 0.469759 0.0137425 0.215881 0.00422142 7.77205 6.23764 0.0743681 2.14303e-05 -1.16643
3.8095 0.00630502 2.22567e-05 0.188362 0.00425799 0.188362 0.000636215 0.730533 0.0314947 0.0348313 0.0304042 0.234635 0.0312184 155.28 137.183 0.0979273 0.000421608 0.504402
4.0085 0.0045603 6.0887e-05 0.169896 0.000234285 0.00970746 0.000135883 0.428274 0.0123794 0.245237 0.00439681 0.326489 0.0119603 11.8327 10.9489 0.0843701 2.3421e-05 -0.32282
4.2095 0.173983 0.000184276 0.00467923 6.35712e-05 0.00988041 0.000132882 0.255816 0.00453497 0.417725 0.01232 0.326458 0.011775 10.7268 10.1262 0.0882305 2.0815e-05 -0.728067
4.4095 0.179774 0.00150826 0.179774 0.00115108 0.00674644 2.46277e-05 0.126436 0.0313267 0.16578 0.0315047 0.707785 0.0312032 50.8531 48.5804 0.0973457 0.000184712 -0.648297
4.6095 0.182133 0.000942141 0.182133 0.000553477 0.00684571 2.50297e-05 0.112419 0.0314739 0.191499 0.0318478 0.696082 0.0308813 53.1786 51.2181 0.10057 0.000109921 -0.304608
4.8105 0.0103487 0.00012986 0.187228 0.000161646 0.00468722 6.74283e-05 0.334743 0.0104119 0.298039 0.00468122 0.367218 0.0106781 10.2155 9.95732 0.102428 2.23329e-05 -0.504913
5.0105 0.00465081 6.47173e-05 0.188798 0.000198632 0.0104266 0.000125964 0.36465 0.0100746 0.300285 0.0044822 0.335065 0.00981671 7.15872 7.05465 0.103672 2.52904e-05 -1.22309
5.2105 0.0111315 0.000144805 0.00483763 6.39522e-05 0.172242 0.00447766 0.3472 0.0104462 0.422621 0.0109888 0.23018 0.00503046 17.9263 17.7196 0.082956 0.000371681 0.857888
5.4105 0.0124172 0.000123054 0.210489 0.000557576 0.00501164 5.79205e-05 0.399935 0.00899789 0.166101 0.0025801 0.433964 0.00913317 25.7885 25.7046 0.0862077 4.94767e-05 1.54171
5.6105 0.196217 0.000730564 0.0112503 0.000117631 0.00479685 5.7358e-05 0.145064 0.00249301 0.388238 0.0100001 0.466698 0.0104226 14.2007 14.1577 0.0751333 5.57634e-05 0.462597
5.8115 0.0117127 0.000135077 0.1945 0.00202992 0.00506072 5.67899e-05 0.356101 0.0102272 0.129984 0.00233579 0.513915 0.0109609 10.6748 10.7844 0.0705645 0.000143613 -0.439998
6.0105 0.192984 0.00207314 0.00491406 6.23664e-05 0.0113331 0.000125197 0.10845 0.00215467 0.492186 0.011891 0.399364 0.0113458 8.39872 8.54293 0.0640483 0.000133083 -0.136198
6.2115 0.00504734 5.61171e-05 0.200429 0.00308448 0.0117721 0.000131703 0.540974 0.0113173 0.0893238 0.00180309 0.369702 0.010469 21.4778 21.9949 0.0604427 0.000186635 1.26161
6.4115 0.00505716 5.47984e-05 0.188057 0.0158017 0.0118345 0.000133471 0.567458 0.0116475 0.0614759 0.00289986 0.371066 0.0106022 13.892 14.4627 0.0473352 0.000748005 0.359289
6.6115 0.0049826 6.03226e-05 0.0114504 0.000139815 0.14809 0.0100213 0.577954 0.0136164 0.389945 0.0125113 0.0321009 0.00128501 5.02879 5.33369 0.0277393 0.000278018 -0.402029
6.8125 0.00520992 4.78416e-05 0.0121232 0.000140706 0.111171 0.00696522 0.661179 0.0116996 0.325075 0.0100072 0.0137462 0.000544183 4.85815 5.23816 0.0153497 0.000106938 -0.486107
7.0125 0.333883 0.0145001 0.0116569 0.000153285 0.00518673 5.33486e-05 0.0164397 0.00087827 0.319196 0.0117222 0.664364 0.0135626 4.01985 4.43594 0.043519 0.000631069 -0.931644
7.2115 0.0043219 9.9092e-05 0.00857172 0.000225515 0.0181534 0.000703663 0.447627 0.0278652 0.488097 0.0245931 0.0642769 0.00918766 2.46957 2.79592 0.00808739 6.02941e-06 -1.32329
7.4115 0.00420787 0.000103432 0.00836961 0.000231453 0.0184165 0.000870995 0.458702 0.0303016 0.489091 0.0268583 0.0522075 0.00848012 3.25427 3.83353 0.00775177 7.03193e-06 -0.494507
7.6125 0.0183804 0.00124298 0.00428891 0.000137952 0.00813469 0.00032684 0.0480977 0.0107226 0.47877 0.0461762 0.473132 0.0403086 7.7382 9.50308 0.00750765 9.70451e-06 0.887758
7.8115 0.00413584 0.00016078 0.00735472 0.000320401 0.0156733 0.000853819 0.443856 0.058585 0.495933 0.0532444 0.0602108 0.0127561 1.7125 2.25748 0.00701492 6.49597e-06 -1.93226
8.0115 0.00380262 0.000171666 0.00662605 0.000223386 0.0149254 0.000589822 0.368752 0.0567367 0.566386 0.0569198 0.0648615 0.00990041 1.26881 1.83066 0.00668192 4.36765e-06 -2.47309
8.2125 0.0081276 0.000232119 0.0289747 0.00453801 0.00430078 7.92361e-05 0.338239 0.0290887 0.00948726 0.00193234 0.652274 0.034028 10.3024 16.5937 0.00650946 2.95831e-05 0.912505
8.4135 0.0042402 7.45495e-05 0.0080287 0.000340268 0.0269224 0.00478355 0.736232 0.0376662 0.253571 0.0300008 0.0101971 0.00247699 4.72307 8.91059 0.00608056 2.91637e-05 0.34765
8.6125 0.00418401 4.75399e-05 0.00845401 0.000277044 0.0509533 0.0118934 0.818938 0.0224452 0.172657 0.0170415 0.00840537 0.00101553 8.73552 20.9408 0.00696409 8.28497e-05 2.05494
8.8125 0.00366247 8.81896e-05 0.00653296 0.000303515 0.0249261 0.00676168 0.701385 0.0542197 0.288729 0.0450708 0.00988607 0.00232837 5.15859 17.8416 0.00527951 3.57373e-05 1.82179
9.0125 0.00370058 7.19607e-05 0.00717845 0.000636366 0.0502136 0.0334541 0.85826 0.0449612 0.126959 0.0331018 0.0147811 0.00604549 1.21775 8.1191 0.00745417 0.000249418 -1.4695
9.2115 0.00632756 0.00110217 0.00344891 0.000126777 0.094605 0.0480154 0.117684 0.0652819 0.810918 0.0872843 0.0713986 0.020927 0.745546 19.0871 0.0255614 0.00122767 -0.0747374
9.4115 0.0261724 0.0187723 0.00325507 0.00019311 0.109548 0.0545126 0.263548 0.137494 0.73645 0.151806 1.65835e-06 0.142286 1.6664 428.11 0.0137242 0.000791262 0.0282984
9.6085 0.00736734 0.0493208 0.0912807 0.0798752 0.001 0.0155246 0.0363237 0.693452 0.939495 10.2535 0.0241817 0.249328 1.04152 5225.88 0.0884874 0.00841962 -3.50109e-06
