0.0395 0.00177445 0.000115418 0.00348092 0.000164636 0.00712703 0.000211918 0.280252 0.0514791 0.548329 0.0480978 0.171419 0.0224742 0.00402909 1.17699e-06
0.2335 0.00270058 4.26361e-05 0.00648363 0.000194183 0.0743881 0.0120834 0.648151 0.0206066 0.259793 0.0164973 0.092056 0.0101421 0.0229139 0.000276915
0.3575 0.00270547 4.44558e-05 0.006562 0.000188129 0.064178 0.0081268 0.63635 0.0199524 0.277605 0.0165041 0.0860449 0.00655154 0.0192617 0.000156581
0.4695 0.00282469 4.46751e-05 0.00665843 0.00020501 0.0604011 0.00635183 0.663827 0.0207074 0.257546 0.0169657 0.0786276 0.00466917 0.0174233 0.00011073
0.5775 0.00285723 4.46814e-05 0.00691025 0.000211752 0.0887022 0.0174029 0.651008 0.0211988 0.251157 0.0162632 0.0978349 0.0140912 0.028055 0.000488275
0.6825 0.0029685 3.52854e-05 0.00749194 0.00020148 0.0814418 0.012831 0.691205 0.01583 0.221057 0.0116906 0.0877372 0.00915297 0.0245038 0.000314449
0.7865 0.00299965 4.13423e-05 0.00706163 0.000203222 0.0629845 0.00536398 0.684836 0.0185669 0.241719 0.0150225 0.073445 0.0036492 0.0175948 9.44483e-05
0.8895 0.00304237 3.83572e-05 0.0073433 0.000198243 0.0810597 0.011651 0.687965 0.0171047 0.234096 0.0133366 0.0779386 0.00733464 0.0230456 0.000268544
0.9925 0.00311846 4.50218e-05 0.0070953 0.000218067 0.0697522 0.00656213 0.688879 0.0205536 0.238212 0.0166963 0.0729089 0.00421634 0.0193241 0.00012688
1.1965 0.00319755 4.24348e-05 0.00727909 0.000196371 0.0798149 0.00958954 0.678019 0.0189794 0.246945 0.0153974 0.0750365 0.00577677 0.0223166 0.000214053
1.3995 0.00327837 4.26068e-05 0.00733099 0.000181035 0.0869309 0.0113123 0.665385 0.0185766 0.256176 0.0151281 0.0784392 0.00682472 0.0247726 0.000280273
