0.0395 0.00361701 0.000197743 0.767854 0.0154536 0.232146 0.0154536 0.00244167 6.51566e-05 -2.67002 0.110684 0.321418 0.0659689 0.00605281 0.000187834 2.24574 0.191876 3.45803 2.61364
0.2345 0.00389694 0.000204569 0.149202 0.0107274 0.850798 0.0107274 0.00768492 0.000259214 -2.0854 0.0572804 0.301497 0.0312303 0.00273724 6.14126e-05 1.98538 0.0238278 1 0.146523
0.3575 0.00460273 0.000321622 0.896396 0.0101124 0.103604 0.0101124 0.0032953 7.32979e-05 -2.66116 0.0714515 0.296647 0.0367829 0.0105132 0.000596823 1.43944 0.0410201 1 0.00541726
0.4705 0.00450024 0.000331692 0.859224 0.0133601 0.140776 0.0133601 0.00308067 8.02431e-05 -2.69247 0.0771017 0.284881 0.0391603 0.00927015 0.00049259 1.56641 0.0371523 1 0.00247342
0.5765 0.00418445 0.000311366 0.824785 0.0175777 0.175215 0.0175777 0.00306243 7.74059e-05 -2.13747 0.0740295 0.588467 0.0432284 0.00746893 0.000408558 1.49544 0.0413877 1 0.00295563
0.6835 0.00450446 0.000183386 0.0756362 0.004989 0.924364 0.004989 0.0104586 0.000418992 -1.71937 0.0576452 0.341736 0.0290583 0.00360558 5.68064e-05 1.85301 0.0139997 1 0.00146942
0.7865 0.00413105 0.000432891 0.148104 0.0250527 0.851896 0.0250527 0.0075177 0.00057759 -1.4551 0.0579812 0.747341 0.0600378 0.00319485 0.000113685 1.82093 0.0301865 1 0.00355878
0.8905 0.00469059 0.000343653 0.905338 0.0107822 0.0946615 0.0107822 0.00357308 7.02618e-05 -2.05073 0.0689947 0.67447 0.0427929 0.0105034 0.00072522 1.27139 0.0471492 1 0.00235903
0.9925 0.00408179 0.000317419 0.855026 0.0177757 0.144974 0.0177757 0.00324815 8.32579e-05 -1.45626 0.0568887 1.13362 0.0523429 0.00725947 0.000477227 1.45604 0.0517856 1 0.00698264
1.1965 0.00448891 0.000465303 0.875406 0.0247308 0.124594 0.0247308 0.0036994 0.000105007 -1.73213 0.0554072 0.855539 0.0321073 0.00809767 0.00076179 1.21946 0.0851916 1 0.00163927
1.3985 0.0039728 0.000115082 0.936731 0.00619644 0.0632691 0.00619644 0.0040622 7.81618e-05 -1.48099 0.0295824 1.15082 0.0300694 0.00226898 0.000645762 0.416183 0.108368 1 0.00815263
1.6015 0.00482894 0.000415086 0.890579 0.0173742 0.109421 0.0173742 0.00395879 8.27821e-05 -1.64995 0.0500407 0.880022 0.0343701 0.00924962 0.000823235 1.21019 0.0590177 1 0.00304065
1.8025 0.00491435 0.000426835 0.842489 0.0226071 0.157511 0.0226071 0.00393596 9.60973e-05 -1.68157 0.048481 0.799311 0.0273028 0.00839441 0.000610592 1.25727 0.0604835 1 0.00150073
2.0035 0.0048788 0.000459179 0.714948 0.035118 0.285052 0.035118 0.00375211 0.000156486 -1.52678 0.0693168 0.792488 0.0259219 0.0069421 0.000367403 1.42939 0.0629441 1 0.00132012
2.2055 0.00500332 0.000308915 0.877443 0.0195612 0.122557 0.0195612 0.00465289 6.59313e-05 -1.65628 0.0412485 0.784146 0.0266568 0.00701853 0.000677645 0.82337 0.076297 1 0.00292347
2.4065 0.00520435 0.000274582 0.85496 0.0184077 0.14504 0.0184077 0.00484287 6.41322e-05 -1.66756 0.0382057 0.741792 0.0258502 0.00696377 0.000496314 0.85504 0.0678901 1 0.00386233
2.6075 0.00542492 6.54818e-05 0.949071 0.00567171 0.050929 0.00567171 0.00556376 4.75656e-05 -1.66806 0.0188197 0.760041 0.015473 0.001 0.000264043 0.0367635 0.0059349 1 0.00430817
2.8075 0.00512864 0.000247105 0.61677 0.02558 0.38323 0.02558 0.0061525 0.000129121 -1.58933 0.0230612 0.721606 0.0193671 0.00277736 0.000182771 0.912465 0.0805483 1 0.00107304
3.0075 0.00578544 0.000343494 0.87274 0.0191883 0.12726 0.0191883 0.00540412 8.66681e-05 -1.68663 0.0399773 0.659705 0.0251978 0.00792039 0.000690951 0.674583 0.0721441 1 0.00262448
3.2085 0.00573385 0.000121317 0.9383 0.00532641 0.0617001 0.00532641 0.00578565 6.07785e-05 -1.72403 0.0256323 0.653047 0.0191224 0.0048787 0.000708025 0.166008 0.0306736 1 0.00563908
3.4085 0.00604154 0.000212876 0.920581 0.00751022 0.0794195 0.00751022 0.00587614 6.89801e-05 -1.77441 0.0338129 0.605231 0.0250163 0.00770383 0.000915985 0.359029 0.067726 1 0.00583129
3.6085 0.00614703 0.000162769 0.931386 0.00519926 0.0686141 0.00519926 0.00607923 6.18071e-05 -1.75074 0.0285053 0.60782 0.0210112 0.00700275 0.000888744 0.230965 0.0394305 1 0.0059629
3.8095 0.00649887 0.0424289 0.952146 0.555064 0.0478536 0.555064 0.0066564 0.0411467 -1.67396 3.68537 0.650151 2.31017 0.001 0.049798 0.0201675 2.93932 1 1.84847
4.0095 0.00674597 6.46242e-05 0.956235 0.00277837 0.0437649 0.00277837 0.0068953 5.41721e-05 -1.65406 0.0163936 0.650894 0.0130759 0.001 0.000258871 0.0149665 0.00169179 1 0.00657916
4.2105 0.00699896 6.71378e-05 0.96448 0.00182558 0.0355205 0.00182558 0.00712409 5.81899e-05 -1.67541 0.0165898 0.618526 0.0126041 0.001 0.000642743 0.00789805 0.00117787 1 0.00892315
4.4105 0.0070763 6.17452e-05 0.964185 0.00149662 0.0358154 0.00149662 0.00720395 5.52845e-05 -1.69741 0.0152455 0.57152 0.010836 0.001 0.000372518 0.00685188 0.000843002 1 0.00887502
4.6105 0.00703291 0.000128467 0.957122 0.00221379 0.0428782 0.00221379 0.0069936 6.04632e-05 -1.7742 0.0241351 0.50451 0.0160586 0.00785922 0.00111655 0.068297 0.0118435 1 0.00850494
4.8105 0.00729939 7.03414e-05 0.962961 0.00158152 0.0370387 0.00158152 0.00743586 6.36764e-05 -1.65657 0.0172868 0.59004 0.0127379 0.001 0.000350575 0.00610628 0.000781489 1 0.012759
5.0115 0.00719185 6.48894e-05 0.966979 0.00133568 0.0330214 0.00133568 0.00731128 5.82894e-05 -1.61919 0.0153934 0.615602 0.0115448 0.001 0.000551456 0.004728 0.000700632 1 0.0173743
5.2105 0.00727417 6.53352e-05 0.972755 0.00100086 0.0272454 0.00100086 0.00737343 6.09526e-05 -1.4593 0.0152094 0.880489 0.0135029 0.001 0.000380489 0.00280299 0.000414525 1 0.0339285
5.4125 0.00741936 9.22024e-05 0.975522 0.00414582 0.0244784 0.00414582 0.0075102 6.92604e-05 -1.53726 0.015562 0.847795 0.013196 0.001 0.00235572 0.00959002 0.00154814 1 0.00562905
