0.0395 0.00335681 0.000126084 0.705554 0.00963894 0.294446 0.00963894 0.00227929 6.25856e-05 -1.52204 0.0927907 1.24309 0.0978368 0.00508139 0.000115703 1.94353 0.150966 4.90191 2.11134
0.2345 0.00390478 0.000260117 0.152296 0.0169192 0.847704 0.0169192 0.00765705 0.000265757 -2.06395 0.0592218 0.322198 0.035281 0.00273005 6.34106e-05 2.00969 0.0942528 0.975418 0.0816783
0.3575 0.00382795 0.000382138 0.776899 0.028586 0.223101 0.028586 0.00279438 0.000107544 -1.52468 0.101963 1.081 0.0931592 0.0062039 0.000410096 1.75469 0.0795913 0.861592 0.0977109
0.4705 0.00392003 0.000474728 0.845924 0.0267226 0.154076 0.0267226 0.00294057 0.000112779 -1.50314 0.0935238 1.22506 0.0944341 0.00722908 0.000688273 1.71051 0.11899 0.932827 0.206379
0.5765 0.00402102 0.000225207 0.141427 0.00934642 0.858573 0.00934642 0.00751868 0.00045996 -1.44691 0.074901 0.821904 0.0804841 0.00308546 4.06929e-05 1.84135 0.142081 1.05836 0.148589
0.6835 0.00446352 0.000203413 0.089393 0.00476849 0.910607 0.00476849 0.010239 0.000576854 -1.35748 0.0718402 0.850658 0.100248 0.00340398 3.30225e-05 1.9896 0.0554963 0.953217 0.0585793
0.7865 0.00408466 0.000267441 0.155109 0.0127736 0.844891 0.0127736 0.00732636 0.000409945 -1.23136 0.0706323 1.10965 0.0984207 0.00314538 8.29893e-05 1.8428 0.0777978 1.03265 0.0793391
0.8905 0.00339488 3.92257e-05 0.146075 0.000822856 0.853925 0.000822856 0.0045845 3.44198e-05 -0.974949 0.0450292 1.07251 0.0613823 0.00314665 3.62469e-05 1.61536 0.0448751 1.33404 0.0609064
0.9925 0.0035537 0.000194588 0.0934492 0.0238296 0.906551 0.0238296 0.00271974 0.000754822 -0.400854 0.122833 1.30084 0.102894 0.00362879 7.74038e-05 1.64565 0.0426319 1.39092 0.0597273
1.1965 0.00452971 0.000143511 0.134315 0.00338779 0.865685 0.00338779 0.00862428 0.000338782 -1.16338 0.0533066 1.00601 0.0699167 0.00348736 3.67813e-05 2.0059 0.0885529 0.858068 0.0840601
1.3985 0.006001 0.000413087 0.0748587 0.00629996 0.925141 0.00629996 0.016517 0.00106453 -1.50295 0.0492616 0.454537 0.0415647 0.00410503 6.59041e-05 2.77988 0.0615135 0.285482 0.033772
1.6015 0.00562531 0.000299332 0.114244 0.0076247 0.885756 0.0076247 0.0124769 0.000572088 -1.46078 0.0377693 0.54878 0.0240823 0.00395563 6.14328e-05 2.54718 0.0530571 0.403481 0.0301482
1.8025 0.00568356 0.000243163 0.12955 0.0121641 0.87045 0.0121641 0.011874 0.000187971 -1.5035 0.0308511 0.5144 0.019659 0.00401581 3.92734e-05 2.47471 0.0420911 0.405475 0.02423
2.0035 0.0048804 7.79038e-05 0.230205 0.00263692 0.769795 0.00263692 0.00271163 0.000177561 -0.80024 0.0450035 0.70987 0.0166947 0.00536118 5.3737e-05 2.17108 0.0239309 0.557466 0.0162598
2.2055 0.00606435 0.000150068 0.134535 0.00530575 0.865465 0.00530575 0.0122163 0.000190707 -1.40767 0.0270992 0.487868 0.0158852 0.00439252 3.9335e-05 2.41715 0.0326066 0.382236 0.018258
2.4065 0.00626579 0.000394598 0.14514 0.0124443 0.85486 0.0124443 0.0120977 0.000615678 -1.45482 0.0411911 0.425357 0.0151835 0.004591 8.9084e-05 2.40137 0.0370725 0.353842 0.0185916
2.6075 0.00640543 0.000490902 0.174005 0.01699 0.825995 0.01699 0.0117274 0.00066476 -1.47222 0.0431032 0.438258 0.0148085 0.00454976 0.000118074 2.36167 0.0354574 0.336217 0.0157663
2.8075 0.00655885 0.000313292 0.189001 0.0109498 0.810999 0.0109498 0.011793 0.000396431 -1.52705 0.032756 0.411788 0.0113954 0.00454235 8.05836e-05 2.4207 0.029298 0.286355 0.0138406
3.0075 0.00604003 8.04433e-05 0.162457 0.00158201 0.837543 0.00158201 0.00319181 0.000298173 -0.592601 0.0481301 0.546982 0.0116226 0.00644844 5.37541e-05 2.2805 0.0187026 0.345909 0.0105632
3.2085 0.00692564 0.00034496 0.228535 0.0128765 0.771465 0.0128765 0.0116819 0.000386779 -1.53361 0.0320036 0.422807 0.0103379 0.00466337 9.39111e-05 2.4256 0.0284047 0.238779 0.0120982
3.4085 0.00645489 7.68277e-05 0.176671 0.0016377 0.823329 0.0016377 0.00320584 0.000248081 -0.722371 0.0429371 0.479187 0.0102817 0.00695708 5.36592e-05 2.35392 0.017286 0.276356 0.00922893
3.6085 0.00657429 7.68086e-05 0.185278 0.00166887 0.814722 0.00166887 0.0032497 0.000225382 -0.718759 0.0391613 0.480317 0.00986976 0.00711679 5.48763e-05 2.304 0.0164732 0.28782 0.00876039
3.8095 0.00670879 7.97553e-05 0.174934 0.0015819 0.825066 0.0015819 0.00336469 0.00026639 -0.623784 0.0409196 0.485199 0.00952041 0.00722151 5.50604e-05 2.35151 0.016709 0.251041 0.00865824
4.0095 0.00833675 0.000397177 0.166484 0.00897989 0.833516 0.00897989 0.016203 0.000585599 -1.4302 0.029384 0.325403 0.00981837 0.00556281 8.92376e-05 2.57576 0.0250683 0.13259 0.0106256
4.2105 0.00836634 0.000340138 0.20724 0.00910604 0.79276 0.00910604 0.015032 0.000421083 -1.52913 0.0261186 0.316879 0.00854365 0.00540592 8.68211e-05 2.50278 0.0234906 0.140509 0.00953952
4.4105 0.00823312 0.000409993 0.233104 0.0123489 0.766896 0.0123489 0.0140109 0.000472809 -1.49593 0.0312495 0.340401 0.00813752 0.00535906 0.000107531 2.47385 0.0261536 0.134119 0.00977611
4.6105 0.00860864 0.000365586 0.209638 0.00942627 0.790362 0.00942627 0.0154588 0.000457639 -1.45248 0.0265964 0.331272 0.00808901 0.00551169 9.05818e-05 2.53284 0.0231143 0.10507 0.00890513
4.8105 0.00737319 0.000101933 0.283489 0.00264283 0.716511 0.00264283 0.00378913 0.000162938 -0.932572 0.0282291 0.455197 0.0081782 0.0083781 7.74316e-05 2.32136 0.0169636 0.170614 0.00790377
5.0115 0.00688482 9.38148e-05 0.221548 0.00201654 0.778452 0.00201654 0.00256521 0.00033144 -0.248242 0.0345544 0.743809 0.0104022 0.00768234 6.54469e-05 2.37879 0.0168458 0.154495 0.00790961
